,area,year,item,avg_temp,rainfall_mm,pesticides_tonnes,Fertilizer_Used,Irrigation_Used,Weather_Condition,Soil_Type,yield
9222,Ethiopia,2002,Sweet potatoes,21.34,848.0,822.67,True,True,Cloudy,Clay,99671
9223,Ethiopia,2003,Sweet potatoes,21.34,848.0,1015.35,False,False,Sunny,Loam,105906
9224,Ethiopia,2004,Sweet potatoes,21.34,848.0,1208.03,True,True,Rainy,Peaty,99416
9225,Ethiopia,2005,Sweet potatoes,21.34,848.0,1400.7,True,True,Cloudy,Sandy,81251
9226,Ethiopia,2006,Sweet potatoes,21.34,848.0,2603.1,False,False,Cloudy,Sandy,72932
9227,Ethiopia,2007,Sweet potatoes,21.34,848.0,2593.9,True,True,Rainy,Silt,84430
9228,Ethiopia,2008,Sweet potatoes,21.34,848.0,2270.6,False,False,Sunny,Sandy,79484
9229,Ethiopia,2009,Sweet potatoes,21.34,848.0,3699.2,True,True,Sunny,Chalky,84310
9230,Ethiopia,2010,Sweet potatoes,21.34,848.0,4128.1,False,True,Cloudy,Chalky,90131
9231,Ethiopia,2011,Sweet potatoes,21.34,848.0,4128.1,False,False,Cloudy,Loam,114286
9232,Ethiopia,2012,Sweet potatoes,21.34,848.0,4128.1,True,False,Sunny,Peaty,148131
9233,Ethiopia,2013,Sweet potatoes,21.34,848.0,4128.1,False,False,Cloudy,Chalky,162066
9234,Ethiopia,2014,Sweet potatoes,21.34,848.0,4128.1,True,False,Sunny,Sandy,168850
9235,Ethiopia,2015,Sweet potatoes,21.34,848.0,4128.1,False,False,Sunny,Sandy,151273
9236,Ethiopia,2016,Sweet potatoes,21.34,848.0,4128.1,False,True,Rainy,Loam,149212
9237,Ethiopia,1993,Wheat,21.34,848.0,242.0,False,True,Sunny,Clay,15487
9238,Ethiopia,1994,Wheat,21.34,848.0,242.0,False,True,Rainy,Sandy,10749
9239,Ethiopia,1995,Wheat,21.34,848.0,242.0,True,True,Rainy,Peaty,13106
9240,Ethiopia,1996,Wheat,21.34,848.0,383.0,False,True,Sunny,Chalky,12114
9241,Ethiopia,1997,Wheat,21.34,848.0,383.0,True,True,Rainy,Sandy,12917
9242,Ethiopia,1998,Wheat,21.34,848.0,383.0,True,True,Sunny,Peaty,13738
9243,Ethiopia,1999,Wheat,21.34,848.0,492.5,True,True,Cloudy,Peaty,11150
9244,Ethiopia,2000,Wheat,21.34,848.0,602.0,False,True,Rainy,Peaty,11631
9245,Ethiopia,2001,Wheat,21.34,848.0,630.0,True,False,Cloudy,Chalky,13259
9246,Ethiopia,2002,Wheat,21.34,848.0,822.67,False,False,Sunny,Clay,14354
9247,Ethiopia,2003,Wheat,21.34,848.0,1015.35,False,True,Cloudy,Loam,13874
9248,Ethiopia,2004,Wheat,21.34,848.0,1208.03,False,False,Sunny,Loam,14691
9249,Ethiopia,2005,Wheat,21.34,848.0,1400.7,False,True,Rainy,Loam,15567
9250,Ethiopia,2006,Wheat,21.34,848.0,2603.1,False,False,Rainy,Silt,15204
9251,Ethiopia,2007,Wheat,21.34,848.0,2593.9,True,True,Rainy,Silt,16711
9252,Ethiopia,2008,Wheat,21.34,848.0,2270.6,False,False,Rainy,Clay,16245
9253,Ethiopia,2009,Wheat,21.34,848.0,3699.2,False,False,Sunny,Peaty,18269
9254,Ethiopia,2010,Wheat,21.34,848.0,4128.1,True,False,Cloudy,Chalky,18385
9255,Ethiopia,2011,Wheat,21.34,848.0,4128.1,False,False,Cloudy,Clay,20288
9256,Ethiopia,2012,Wheat,21.34,848.0,4128.1,False,False,Sunny,Chalky,21102
9257,Ethiopia,2013,Wheat,21.34,848.0,4128.1,False,True,Cloudy,Sandy,24446
9258,Ethiopia,2014,Wheat,21.34,848.0,4128.1,True,False,Sunny,Peaty,25433
9259,Ethiopia,2015,Wheat,21.34,848.0,4128.1,False,True,Cloudy,Loam,27941
9260,Ethiopia,2016,Wheat,21.34,848.0,4128.1,False,True,Rainy,Peaty,26755
9261,Ethiopia,1993,Yams,21.34,848.0,242.0,True,False,Sunny,Clay,71429
9262,Ethiopia,1994,Yams,21.34,848.0,242.0,True,True,Rainy,Loam,69038
9263,Ethiopia,1995,Yams,21.34,848.0,242.0,True,False,Rainy,Loam,69946
9264,Ethiopia,1996,Yams,21.34,848.0,383.0,True,True,Rainy,Loam,70700
9265,Ethiopia,1997,Yams,21.34,848.0,383.0,False,True,Rainy,Clay,71439
9266,Ethiopia,1998,Yams,21.34,848.0,383.0,False,False,Cloudy,Silt,72210
9267,Ethiopia,1999,Yams,21.34,848.0,492.5,False,False,Sunny,Silt,72692
9268,Ethiopia,2000,Yams,21.34,848.0,602.0,False,True,Rainy,Silt,75514
9269,Ethiopia,2001,Yams,21.34,848.0,630.0,False,True,Rainy,Chalky,76481
9270,Ethiopia,2002,Yams,21.34,848.0,822.67,False,False,Rainy,Peaty,77772
9271,Ethiopia,2003,Yams,21.34,848.0,1015.35,True,False,Sunny,Silt,78388
9272,Ethiopia,2004,Yams,21.34,848.0,1208.03,True,False,Sunny,Silt,79693
9273,Ethiopia,2005,Yams,21.34,848.0,1400.7,False,False,Sunny,Peaty,67473
9274,Ethiopia,2006,Yams,21.34,848.0,2603.1,True,False,Rainy,Chalky,76428
9275,Ethiopia,2007,Yams,21.34,848.0,2593.9,False,True,Sunny,Loam,75292
9276,Ethiopia,2008,Yams,21.34,848.0,2270.6,False,True,Rainy,Silt,75450
9277,Ethiopia,2009,Yams,21.34,848.0,3699.2,True,True,Rainy,Clay,77776
9278,Ethiopia,2010,Yams,21.34,848.0,4128.1,False,False,Rainy,Sandy,80372
9279,Ethiopia,2011,Yams,21.34,848.0,4128.1,False,False,Cloudy,Sandy,79414
9280,Ethiopia,2012,Yams,21.34,848.0,4128.1,False,True,Rainy,Sandy,270389
9281,Ethiopia,2013,Yams,21.34,848.0,4128.1,True,True,Rainy,Clay,279805
9282,Ethiopia,2014,Yams,21.34,848.0,4128.1,True,False,Rainy,Loam,296789
9283,Ethiopia,2015,Yams,21.34,848.0,4128.1,False,True,Cloudy,Peaty,285412
9284,Ethiopia,2016,Yams,21.34,848.0,4128.1,True,True,Sunny,Silt,90958
9285,Ethiopia PDR,1990,Maize,21.34,1146.0,1594.5,False,True,Rainy,Sandy,16087
9286,Ethiopia PDR,1991,Maize,21.34,1146.0,1594.5,False,True,Sunny,Clay,12214
9287,Ethiopia PDR,1992,Maize,21.34,1146.0,1594.5,False,True,Sunny,Sandy,15275
9288,Ethiopia PDR,1990,Potatoes,21.34,1146.0,1594.5,False,False,Sunny,Peaty,80000
9289,Ethiopia PDR,1991,Potatoes,21.34,1146.0,1594.5,False,True,Rainy,Sandy,80000
9290,Ethiopia PDR,1992,Potatoes,21.34,1146.0,1594.5,True,False,Cloudy,Sandy,80000
9291,Ethiopia PDR,1990,Sorghum,21.34,1146.0,1594.5,True,False,Sunny,Chalky,13177
9292,Ethiopia PDR,1991,Sorghum,21.34,1146.0,1594.5,True,False,Sunny,Chalky,13433
9293,Ethiopia PDR,1992,Sorghum,21.34,1146.0,1594.5,True,False,Cloudy,Silt,12247
9294,Ethiopia PDR,1990,Soybean,21.34,1146.0,1594.5,True,False,Rainy,Silt,31590
9295,Ethiopia PDR,1991,Soybean,21.34,1146.0,1594.5,True,True,Cloudy,Sandy,29851
9296,Ethiopia PDR,1992,Soybean,21.34,1146.0,1594.5,True,False,Rainy,Chalky,30882
9297,Ethiopia PDR,1990,Sweet potatoes,21.34,1146.0,1594.5,True,False,Sunny,Sandy,80000
9298,Ethiopia PDR,1991,Sweet potatoes,21.34,1146.0,1594.5,True,False,Rainy,Clay,80000
9299,Ethiopia PDR,1992,Sweet potatoes,21.34,1146.0,1594.5,False,True,Cloudy,Sandy,80000
9300,Ethiopia PDR,1990,Wheat,21.34,1146.0,1594.5,False,True,Cloudy,Clay,13201
9301,Ethiopia PDR,1991,Wheat,21.34,1146.0,1594.5,False,False,Rainy,Loam,14115
9302,Ethiopia PDR,1992,Wheat,21.34,1146.0,1594.5,True,True,Cloudy,Clay,13497
9303,Ethiopia PDR,1990,Yams,21.34,1146.0,1594.5,True,True,Rainy,Clay,41270
9304,Ethiopia PDR,1991,Yams,21.34,1146.0,1594.5,True,False,Cloudy,Silt,41102
9305,Ethiopia PDR,1992,Yams,21.34,1146.0,1594.5,False,True,Cloudy,Chalky,40938
9306,Faroe Islands,1990,Potatoes,21.34,1146.0,1594.5,False,False,Cloudy,Loam,136792
9307,Faroe Islands,1991,Potatoes,21.34,1146.0,1594.5,True,True,Sunny,Clay,137781
9308,Faroe Islands,1992,Potatoes,21.34,1146.0,1594.5,False,True,Rainy,Sandy,137952
9309,Faroe Islands,1993,Potatoes,21.34,1146.0,1594.5,False,False,Sunny,Peaty,138122
9310,Faroe Islands,1994,Potatoes,21.34,1146.0,1594.5,False,False,Rainy,Clay,138292
9311,Faroe Islands,1995,Potatoes,21.34,1146.0,1594.5,False,True,Rainy,Clay,138461
9312,Faroe Islands,1996,Potatoes,21.34,1146.0,1594.5,True,True,Sunny,Peaty,138629
9313,Faroe Islands,1997,Potatoes,21.34,1146.0,1594.5,False,False,Rainy,Clay,138795
9314,Faroe Islands,1998,Potatoes,21.34,1146.0,1594.5,True,True,Rainy,Sandy,138960
9315,Faroe Islands,1999,Potatoes,21.34,1146.0,1594.5,False,True,Rainy,Loam,139122
9316,Faroe Islands,2000,Potatoes,21.34,1146.0,1594.5,True,True,Sunny,Silt,139283
9317,Faroe Islands,2001,Potatoes,21.34,1146.0,1594.5,False,True,Cloudy,Silt,139440
9318,Faroe Islands,2002,Potatoes,21.34,1146.0,1594.5,True,True,Sunny,Sandy,139596
9319,Faroe Islands,2003,Potatoes,21.34,1146.0,1594.5,True,True,Cloudy,Loam,139748
9320,Faroe Islands,2004,Potatoes,21.34,1146.0,1594.5,False,True,Sunny,Clay,139897
9321,Faroe Islands,2005,Potatoes,21.34,1146.0,1594.5,True,False,Sunny,Silt,140042
9322,Faroe Islands,2006,Potatoes,21.34,1146.0,1594.5,True,True,Rainy,Peaty,140184
9323,Faroe Islands,2007,Potatoes,21.34,1146.0,1594.5,False,True,Cloudy,Peaty,140000
9324,Faroe Islands,2008,Potatoes,21.34,1146.0,1594.5,False,True,Sunny,Peaty,140686
9325,Faroe Islands,2009,Potatoes,21.34,1146.0,1594.5,True,False,Sunny,Silt,141060
9326,Faroe Islands,2010,Potatoes,21.34,1146.0,1594.5,True,False,Cloudy,Silt,141458
9327,Faroe Islands,2011,Potatoes,21.34,1146.0,1594.5,False,True,Cloudy,Chalky,141896
9328,Faroe Islands,2012,Potatoes,21.34,1146.0,1594.5,False,True,Sunny,Peaty,142857
9329,Faroe Islands,2013,Potatoes,21.34,1146.0,1594.5,True,False,Rainy,Clay,145455
9330,Faroe Islands,2014,Potatoes,21.34,1146.0,1594.5,True,False,Sunny,Clay,143554
9331,Faroe Islands,2015,Potatoes,21.34,1146.0,1594.5,True,True,Rainy,Clay,142771
9332,Faroe Islands,2016,Potatoes,21.34,1146.0,1594.5,False,True,Rainy,Peaty,142493
9333,Fiji,1990,Cassava,21.34,2592.0,201.48,True,True,Rainy,Peaty,54307
9334,Fiji,1991,Cassava,21.34,2592.0,676.73,False,True,Rainy,Clay,65015
9335,Fiji,1992,Cassava,21.34,2592.0,170.84,False,False,Sunny,Clay,50781
9336,Fiji,1993,Cassava,21.34,2592.0,206.31,True,True,Rainy,Silt,31099
9337,Fiji,1994,Cassava,21.34,2592.0,241.77,True,True,Cloudy,Chalky,93367
9338,Fiji,1995,Cassava,21.34,2592.0,277.24,False,True,Cloudy,Silt,137737
9339,Fiji,1996,Cassava,21.34,2592.0,312.7,False,False,Rainy,Silt,154893
9340,Fiji,1997,Cassava,21.34,2592.0,348.16,True,False,Sunny,Clay,81548
9341,Fiji,1998,Cassava,21.34,2592.0,383.63,True,True,Rainy,Loam,136843
9342,Fiji,1999,Cassava,21.34,2592.0,419.09,True,True,Cloudy,Chalky,130820
9343,Fiji,2000,Cassava,21.34,2592.0,454.56,True,True,Cloudy,Silt,124333
9344,Fiji,2001,Cassava,21.34,2592.0,490.02,False,True,Rainy,Peaty,126960
9345,Fiji,2002,Cassava,21.34,2592.0,525.48,True,False,Rainy,Chalky,138107
9346,Fiji,2003,Cassava,21.34,2592.0,560.95,True,True,Cloudy,Sandy,122239
9347,Fiji,2004,Cassava,21.34,2592.0,596.41,True,True,Sunny,Clay,167508
9348,Fiji,2005,Cassava,21.34,2592.0,631.88,True,True,Cloudy,Silt,135191
9349,Fiji,2006,Cassava,21.34,2592.0,667.34,True,True,Sunny,Peaty,125053
9350,Fiji,2007,Cassava,21.34,2592.0,702.8,False,False,Rainy,Peaty,95980
9351,Fiji,2008,Cassava,21.34,2592.0,746.81,False,True,Rainy,Loam,90204
9352,Fiji,2009,Cassava,21.34,2592.0,1121.72,True,False,Sunny,Sandy,106228
9353,Fiji,2010,Cassava,21.34,2592.0,1059.03,False,True,Sunny,Clay,114915
9354,Fiji,2011,Cassava,21.34,2592.0,1103.1,False,True,Cloudy,Silt,110795
9355,Fiji,2012,Cassava,21.34,2592.0,1375.15,True,True,Sunny,Sandy,105170
9356,Fiji,2013,Cassava,21.34,2592.0,1265.34,True,True,Sunny,Peaty,102951
9357,Fiji,2014,Cassava,21.34,2592.0,1265.34,False,False,Rainy,Peaty,100733
9358,Fiji,2015,Cassava,21.34,2592.0,1265.34,True,False,Cloudy,Clay,97851
9359,Fiji,2016,Cassava,21.34,2592.0,1265.34,True,True,Sunny,Sandy,90994
9360,Fiji,1990,Maize,21.34,2592.0,201.48,False,False,Rainy,Loam,21081
9361,Fiji,1991,Maize,21.34,2592.0,676.73,False,False,Sunny,Loam,12010
9362,Fiji,1992,Maize,21.34,2592.0,170.84,True,True,Rainy,Chalky,21614
9363,Fiji,1993,Maize,21.34,2592.0,206.31,True,True,Cloudy,Peaty,9223
9364,Fiji,1994,Maize,21.34,2592.0,241.77,True,False,Sunny,Chalky,24148
9365,Fiji,1995,Maize,21.34,2592.0,277.24,False,False,Cloudy,Loam,25723
9366,Fiji,1996,Maize,21.34,2592.0,312.7,False,False,Cloudy,Loam,25012
9367,Fiji,1997,Maize,21.34,2592.0,348.16,False,True,Rainy,Loam,30769
9368,Fiji,1998,Maize,21.34,2592.0,383.63,False,False,Cloudy,Loam,25805
9369,Fiji,1999,Maize,21.34,2592.0,419.09,False,True,Cloudy,Sandy,18100
9370,Fiji,2000,Maize,21.34,2592.0,454.56,False,True,Cloudy,Sandy,18029
9371,Fiji,2001,Maize,21.34,2592.0,490.02,True,False,Sunny,Silt,7171
9372,Fiji,2002,Maize,21.34,2592.0,525.48,True,False,Cloudy,Chalky,16461
9373,Fiji,2003,Maize,21.34,2592.0,560.95,False,True,Sunny,Peaty,17239
9374,Fiji,2004,Maize,21.34,2592.0,596.41,True,False,Cloudy,Sandy,17861
9375,Fiji,2005,Maize,21.34,2592.0,631.88,True,True,Sunny,Sandy,18236
9376,Fiji,2006,Maize,21.34,2592.0,667.34,False,True,Rainy,Silt,19163
9377,Fiji,2007,Maize,21.34,2592.0,702.8,True,False,Cloudy,Loam,19000
9378,Fiji,2008,Maize,21.34,2592.0,746.81,False,False,Rainy,Peaty,19484
9379,Fiji,2009,Maize,21.34,2592.0,1121.72,True,True,Cloudy,Silt,19444
9380,Fiji,2010,Maize,21.34,2592.0,1059.03,True,False,Cloudy,Clay,18390
9381,Fiji,2011,Maize,21.34,2592.0,1103.1,True,False,Sunny,Chalky,19572
9382,Fiji,2012,Maize,21.34,2592.0,1375.15,False,False,Sunny,Loam,19682
9383,Fiji,2013,Maize,21.34,2592.0,1265.34,True,True,Rainy,Silt,19663
9384,Fiji,2014,Maize,21.34,2592.0,1265.34,False,True,Rainy,Loam,9996
9385,Fiji,2015,Maize,21.34,2592.0,1265.34,False,False,Rainy,Clay,10000
9386,Fiji,2016,Maize,21.34,2592.0,1265.34,False,True,Cloudy,Peaty,14652
9387,Fiji,1990,Potatoes,21.34,2592.0,201.48,False,False,Cloudy,Peaty,75294
9388,Fiji,1991,Potatoes,21.34,2592.0,676.73,False,True,Sunny,Sandy,85714
9389,Fiji,1992,Potatoes,21.34,2592.0,170.84,True,False,Cloudy,Clay,84545
9390,Fiji,1993,Potatoes,21.34,2592.0,206.31,True,False,Rainy,Sandy,35714
9391,Fiji,1994,Potatoes,21.34,2592.0,241.77,True,True,Rainy,Peaty,92727
9392,Fiji,1995,Potatoes,21.34,2592.0,277.24,False,False,Cloudy,Clay,85000
9393,Fiji,1996,Potatoes,21.34,2592.0,312.7,True,False,Rainy,Chalky,76389
9394,Fiji,1997,Potatoes,21.34,2592.0,348.16,False,True,Rainy,Silt,76529
9395,Fiji,1998,Potatoes,21.34,2592.0,383.63,False,True,Rainy,Clay,76652
9396,Fiji,1999,Potatoes,21.34,2592.0,419.09,False,True,Sunny,Silt,73713
9397,Fiji,2000,Potatoes,21.34,2592.0,454.56,False,True,Sunny,Peaty,74806
9398,Fiji,2001,Potatoes,21.34,2592.0,490.02,False,False,Sunny,Peaty,74708
9399,Fiji,2002,Potatoes,21.34,2592.0,525.48,False,False,Cloudy,Sandy,74606
9400,Fiji,2003,Potatoes,21.34,2592.0,560.95,True,False,Rainy,Clay,74499
9401,Fiji,2004,Potatoes,21.34,2592.0,596.41,False,False,Rainy,Clay,74190
9402,Fiji,2005,Potatoes,21.34,2592.0,631.88,True,False,Cloudy,Clay,77778
9403,Fiji,2006,Potatoes,21.34,2592.0,667.34,False,True,Sunny,Peaty,80000
9404,Fiji,2007,Potatoes,21.34,2592.0,702.8,False,False,Cloudy,Silt,73954
9405,Fiji,2008,Potatoes,21.34,2592.0,746.81,False,False,Rainy,Loam,73424
9406,Fiji,2009,Potatoes,21.34,2592.0,1121.72,False,False,Rainy,Clay,72798
9407,Fiji,2010,Potatoes,21.34,2592.0,1059.03,True,False,Rainy,Loam,71774
9408,Fiji,2011,Potatoes,21.34,2592.0,1103.1,False,True,Cloudy,Chalky,71085
9409,Fiji,2012,Potatoes,21.34,2592.0,1375.15,True,False,Rainy,Silt,65000
9410,Fiji,2013,Potatoes,21.34,2592.0,1265.34,False,False,Cloudy,Loam,60909
9411,Fiji,2014,Potatoes,21.34,2592.0,1265.34,True,True,Sunny,Clay,68506
9412,Fiji,2015,Potatoes,21.34,2592.0,1265.34,True,True,Rainy,Peaty,69144
9413,Fiji,2016,Potatoes,21.34,2592.0,1265.34,False,True,Rainy,Peaty,68816
9414,Fiji,1990,Rice,21.34,2592.0,201.48,False,False,Rainy,Sandy,21860
9415,Fiji,1991,Rice,21.34,2592.0,676.73,False,False,Cloudy,Clay,23537
9416,Fiji,1992,Rice,21.34,2592.0,170.84,True,True,Cloudy,Silt,21530
9417,Fiji,1993,Rice,21.34,2592.0,206.31,False,True,Rainy,Chalky,23559
9418,Fiji,1994,Rice,21.34,2592.0,241.77,True,False,Rainy,Sandy,22910
9419,Fiji,1995,Rice,21.34,2592.0,277.24,True,True,Cloudy,Clay,26559
9420,Fiji,1996,Rice,21.34,2592.0,312.7,True,True,Cloudy,Silt,20652
9421,Fiji,1997,Rice,21.34,2592.0,348.16,True,True,Rainy,Clay,21731
9422,Fiji,1998,Rice,21.34,2592.0,383.63,True,True,Rainy,Silt,6365
9423,Fiji,1999,Rice,21.34,2592.0,419.09,False,False,Cloudy,Chalky,27633
9424,Fiji,2000,Rice,21.34,2592.0,454.56,True,True,Rainy,Peaty,24976
9425,Fiji,2001,Rice,21.34,2592.0,490.02,True,True,Rainy,Peaty,24353
9426,Fiji,2002,Rice,21.34,2592.0,525.48,False,False,Sunny,Clay,24249
9427,Fiji,2003,Rice,21.34,2592.0,560.95,True,False,Rainy,Clay,23852
9428,Fiji,2004,Rice,21.34,2592.0,596.41,False,False,Sunny,Clay,23538
9429,Fiji,2005,Rice,21.34,2592.0,631.88,True,True,Rainy,Loam,23733
9430,Fiji,2006,Rice,21.34,2592.0,667.34,True,True,Rainy,Chalky,23149
9431,Fiji,2007,Rice,21.34,2592.0,702.8,False,False,Cloudy,Loam,26735
9432,Fiji,2008,Rice,21.34,2592.0,746.81,True,True,Sunny,Sandy,22838
9433,Fiji,2009,Rice,21.34,2592.0,1121.72,False,True,Sunny,Sandy,28705
9434,Fiji,2010,Rice,21.34,2592.0,1059.03,False,False,Cloudy,Loam,30173
9435,Fiji,2011,Rice,21.34,2592.0,1103.1,False,True,Rainy,Clay,28519
9436,Fiji,2012,Rice,21.34,2592.0,1375.15,True,True,Rainy,Sandy,24412
9437,Fiji,2013,Rice,21.34,2592.0,1265.34,False,True,Cloudy,Silt,31967
9438,Fiji,2014,Rice,21.34,2592.0,1265.34,False,True,Rainy,Peaty,54802
9439,Fiji,2015,Rice,21.34,2592.0,1265.34,True,True,Sunny,Clay,47345
9440,Fiji,2016,Rice,21.34,2592.0,1265.34,False,True,Rainy,Peaty,35450
9441,Fiji,1990,Sorghum,21.34,2592.0,201.48,False,False,Rainy,Sandy,25000
9442,Fiji,1991,Sorghum,21.34,2592.0,676.73,False,False,Cloudy,Sandy,26894
9443,Fiji,1992,Sorghum,21.34,2592.0,170.84,False,False,Sunny,Clay,27260
9444,Fiji,1993,Sorghum,21.34,2592.0,206.31,False,True,Rainy,Peaty,27619
9445,Fiji,1994,Sorghum,21.34,2592.0,241.77,False,True,Sunny,Chalky,27969
9446,Fiji,1995,Sorghum,21.34,2592.0,277.24,True,False,Cloudy,Silt,30000
9447,Fiji,1996,Sorghum,21.34,2592.0,312.7,True,True,Cloudy,Silt,28531
9448,Fiji,1997,Sorghum,21.34,2592.0,348.16,False,True,Rainy,Clay,28742
9449,Fiji,1998,Sorghum,21.34,2592.0,383.63,False,True,Rainy,Silt,28944
9450,Fiji,1999,Sorghum,21.34,2592.0,419.09,False,False,Cloudy,Loam,29139
9451,Fiji,2000,Sorghum,21.34,2592.0,454.56,True,True,Sunny,Sandy,29328
9452,Fiji,2001,Sorghum,21.34,2592.0,490.02,False,True,Rainy,Sandy,29512
9453,Fiji,2002,Sorghum,21.34,2592.0,525.48,False,False,Cloudy,Loam,29692
9454,Fiji,2003,Sorghum,21.34,2592.0,560.95,True,True,Rainy,Sandy,29872
9455,Fiji,2004,Sorghum,21.34,2592.0,596.41,False,True,Sunny,Sandy,30038
9456,Fiji,2005,Sorghum,21.34,2592.0,631.88,False,False,Sunny,Sandy,30206
9457,Fiji,2006,Sorghum,21.34,2592.0,667.34,True,False,Rainy,Sandy,30377
9458,Fiji,2007,Sorghum,21.34,2592.0,702.8,True,False,Sunny,Silt,29091
9459,Fiji,2008,Sorghum,21.34,2592.0,746.81,False,False,Cloudy,Sandy,30826
9460,Fiji,2009,Sorghum,21.34,2592.0,1121.72,True,False,Rainy,Peaty,31105
9461,Fiji,2010,Sorghum,21.34,2592.0,1059.03,False,True,Cloudy,Silt,31388
9462,Fiji,2011,Sorghum,21.34,2592.0,1103.1,True,True,Rainy,Peaty,31673
9463,Fiji,2012,Sorghum,21.34,2592.0,1375.15,False,True,Cloudy,Chalky,31959
9464,Fiji,2013,Sorghum,21.34,2592.0,1265.34,True,True,Sunny,Sandy,34286
9465,Fiji,2014,Sorghum,21.34,2592.0,1265.34,True,False,Sunny,Peaty,32607
9466,Fiji,2015,Sorghum,21.34,2592.0,1265.34,True,False,Sunny,Loam,32639
9467,Fiji,2016,Sorghum,21.34,2592.0,1265.34,True,True,Sunny,Sandy,32195
9468,Fiji,1990,Sweet potatoes,21.34,2592.0,201.48,True,False,Rainy,Loam,69653
9469,Fiji,1991,Sweet potatoes,21.34,2592.0,676.73,False,True,Rainy,Silt,107227
9470,Fiji,1992,Sweet potatoes,21.34,2592.0,170.84,False,False,Rainy,Chalky,91333
9471,Fiji,1993,Sweet potatoes,21.34,2592.0,206.31,True,False,Sunny,Sandy,92174
9472,Fiji,1994,Sweet potatoes,21.34,2592.0,241.77,True,False,Sunny,Silt,45443
9473,Fiji,1995,Sweet potatoes,21.34,2592.0,277.24,False,False,Cloudy,Peaty,66267
9474,Fiji,1996,Sweet potatoes,21.34,2592.0,312.7,True,True,Rainy,Clay,58893
9475,Fiji,1997,Sweet potatoes,21.34,2592.0,348.16,True,True,Sunny,Sandy,32206
9476,Fiji,1998,Sweet potatoes,21.34,2592.0,383.63,True,False,Cloudy,Loam,101376
9477,Fiji,1999,Sweet potatoes,21.34,2592.0,419.09,True,True,Rainy,Clay,109518
9478,Fiji,2000,Sweet potatoes,21.34,2592.0,454.56,False,False,Sunny,Sandy,88247
9479,Fiji,2001,Sweet potatoes,21.34,2592.0,490.02,False,False,Sunny,Silt,77329
9480,Fiji,2002,Sweet potatoes,21.34,2592.0,525.48,False,True,Rainy,Silt,95013
9481,Fiji,2003,Sweet potatoes,21.34,2592.0,560.95,False,False,Rainy,Sandy,91150
9482,Fiji,2004,Sweet potatoes,21.34,2592.0,596.41,True,True,Cloudy,Silt,43314
9483,Fiji,2005,Sweet potatoes,21.34,2592.0,631.88,True,True,Rainy,Peaty,54632
9484,Fiji,2006,Sweet potatoes,21.34,2592.0,667.34,True,False,Rainy,Silt,63320
9485,Fiji,2007,Sweet potatoes,21.34,2592.0,702.8,True,False,Rainy,Peaty,15062
9486,Fiji,2008,Sweet potatoes,21.34,2592.0,746.81,False,False,Rainy,Silt,12738
9487,Fiji,2009,Sweet potatoes,21.34,2592.0,1121.72,False,False,Sunny,Clay,12879
9488,Fiji,2010,Sweet potatoes,21.34,2592.0,1059.03,False,True,Rainy,Peaty,16649
9489,Fiji,2011,Sweet potatoes,21.34,2592.0,1103.1,False,False,Rainy,Chalky,14668
9490,Fiji,2012,Sweet potatoes,21.34,2592.0,1375.15,True,False,Cloudy,Sandy,13057
9491,Fiji,2013,Sweet potatoes,21.34,2592.0,1265.34,False,True,Rainy,Sandy,10368
9492,Fiji,2014,Sweet potatoes,21.34,2592.0,1265.34,False,True,Rainy,Peaty,12142
9493,Fiji,2015,Sweet potatoes,21.34,2592.0,1265.34,False,True,Rainy,Silt,8102
9494,Fiji,2016,Sweet potatoes,21.34,2592.0,1265.34,True,True,Cloudy,Clay,8504
9495,Fiji,1990,Yams,21.34,2592.0,201.48,False,True,Rainy,Silt,71311
9496,Fiji,1991,Yams,21.34,2592.0,676.73,False,True,Rainy,Silt,23731
9497,Fiji,1992,Yams,21.34,2592.0,170.84,False,False,Cloudy,Silt,47253
9498,Fiji,1993,Yams,21.34,2592.0,206.31,True,True,Cloudy,Chalky,46163
9499,Fiji,1994,Yams,21.34,2592.0,241.77,False,False,Sunny,Peaty,22728
9500,Fiji,1995,Yams,21.34,2592.0,277.24,True,True,Rainy,Sandy,54004
9501,Fiji,1996,Yams,21.34,2592.0,312.7,True,False,Cloudy,Clay,102827
9502,Fiji,1997,Yams,21.34,2592.0,348.16,True,True,Rainy,Clay,78140
9503,Fiji,1998,Yams,21.34,2592.0,383.63,True,True,Rainy,Sandy,171988
9504,Fiji,1999,Yams,21.34,2592.0,419.09,False,True,Sunny,Loam,133366
9505,Fiji,2000,Yams,21.34,2592.0,454.56,False,False,Rainy,Clay,120302
9506,Fiji,2001,Yams,21.34,2592.0,490.02,False,False,Rainy,Loam,66155
9507,Fiji,2002,Yams,21.34,2592.0,525.48,True,True,Sunny,Silt,65167
9508,Fiji,2003,Yams,21.34,2592.0,560.95,False,False,Sunny,Sandy,54286
9509,Fiji,2004,Yams,21.34,2592.0,596.41,False,True,Sunny,Loam,10900
9510,Fiji,2005,Yams,21.34,2592.0,631.88,True,True,Sunny,Peaty,29460
9511,Fiji,2006,Yams,21.34,2592.0,667.34,True,True,Sunny,Chalky,30428
9512,Fiji,2007,Yams,21.34,2592.0,702.8,False,False,Cloudy,Clay,18163
9513,Fiji,2008,Yams,21.34,2592.0,746.81,True,False,Sunny,Chalky,11445
